municipio;provincia;fecha;horario;temperatura_actual;probabilidad_precipitacion;temperatura_minima;temperatura_maxima;
Villalobón;Palencia;dom 11;12–18 h;10°C;100% ;8;13;;
Villalobón;Palencia;dom 11;18–24 h;8°C;100% ;8;13;;
Villalobón;Palencia;dom 11;00–12 h;;95% ;8;13;;
Villalobón;Palencia;lun 12;12–24 h;;75% ;6;12;;
Villalobón;Palencia;mar 13;00–12 h;;5% ;6;16;;
Villalobón;Palencia;mar 13;12–24 h;;0% ;6;16;;
Villalobón;Palencia;mié 14; ;;0% ;4;17;;
Villalobón;Palencia;jue 15; ;;10% ;7;17;;
Villalobón;Palencia;vie 16; ;;5% ;6;18;;
Villamuriel de Cerrato;Palencia;sáb 10;18–24 h;9°C;20% ;9;14;;
Villamuriel de Cerrato;Palencia;dom 11;00–06 h;10°C;55% ;8;13;;
Villamuriel de Cerrato;Palencia;dom 11;06–12 h;12°C;75% ;8;13;;
Villamuriel de Cerrato;Palencia;dom 11;12–18 h;10°C;100% ;8;13;;
Villamuriel de Cerrato;Palencia;dom 11;18–24 h;8°C;100% ;8;13;;
Villamuriel de Cerrato;Palencia;dom 11;00–12 h;;95% ;8;13;;
Villamuriel de Cerrato;Palencia;lun 12;12–24 h;;80% ;6;12;;
Villamuriel de Cerrato;Palencia;mar 13;00–12 h;;5% ;6;16;;
Villamuriel de Cerrato;Palencia;mar 13;12–24 h;;0% ;6;16;;
Villamuriel de Cerrato;Palencia;mié 14; ;;0% ;5;17;;
Villamuriel de Cerrato;Palencia;jue 15; ;;10% ;7;17;;
Villamuriel de Cerrato;Palencia;vie 16; ;;5% ;6;18;;
Bueu;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Bueu;Pontevedra;dom 11;00–06 h;14°C;100% ;10;15;;
Bueu;Pontevedra;dom 11;06–12 h;14°C;100% ;10;15;;
Bueu;Pontevedra;dom 11;12–18 h;13°C;90% ;10;15;;
Bueu;Pontevedra;dom 11;18–24 h;11°C;65% ;10;15;;
Bueu;Pontevedra;dom 11;00–12 h;;45% ;10;15;;
Bueu;Pontevedra;lun 12;12–24 h;;5% ;8;15;;
Bueu;Pontevedra;mar 13;00–12 h;;0% ;7;16;;
Bueu;Pontevedra;mar 13;12–24 h;;0% ;7;16;;
Bueu;Pontevedra;mié 14; ;;5% ;8;19;;
Bueu;Pontevedra;jue 15; ;;15% ;10;20;;
Bueu;Pontevedra;vie 16; ;;5% ;11;20;;
Cambados;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Cambados;Pontevedra;dom 11;00–06 h;14°C;100% ;11;15;;
Cambados;Pontevedra;dom 11;06–12 h;14°C;100% ;11;15;;
Cambados;Pontevedra;dom 11;12–18 h;13°C;90% ;11;15;;
Cambados;Pontevedra;dom 11;18–24 h;11°C;60% ;11;15;;
Cambados;Pontevedra;dom 11;00–12 h;;35% ;11;15;;
Cambados;Pontevedra;lun 12;12–24 h;;20% ;7;14;;
Cambados;Pontevedra;mar 13;00–12 h;;0% ;7;15;;
Cambados;Pontevedra;mar 13;12–24 h;;0% ;7;15;;
Cambados;Pontevedra;mié 14; ;;5% ;7;18;;
Cambados;Pontevedra;jue 15; ;;15% ;11;20;;
Cambados;Pontevedra;vie 16; ;;5% ;11;20;;
Cangas;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Cangas;Pontevedra;dom 11;00–06 h;14°C;100% ;11;15;;
Cangas;Pontevedra;dom 11;06–12 h;14°C;100% ;11;15;;
Cangas;Pontevedra;dom 11;12–18 h;13°C;95% ;11;15;;
Cangas;Pontevedra;dom 11;18–24 h;11°C;65% ;11;15;;
Cangas;Pontevedra;dom 11;00–12 h;;40% ;11;15;;
Cangas;Pontevedra;lun 12;12–24 h;;5% ;8;15;;
Cangas;Pontevedra;mar 13;00–12 h;;0% ;7;16;;
Cangas;Pontevedra;mar 13;12–24 h;;0% ;7;16;;
Cangas;Pontevedra;mié 14; ;;5% ;8;19;;
Cangas;Pontevedra;jue 15; ;;15% ;11;20;;
Cangas;Pontevedra;vie 16; ;;5% ;11;20;;
Estrada, A;Pontevedra;sáb 10;18–24 h;13°C;100% ;11;15;;
Estrada, A;Pontevedra;dom 11;00–06 h;12°C;100% ;8;14;;
Estrada, A;Pontevedra;dom 11;06–12 h;13°C;100% ;8;14;;
Estrada, A;Pontevedra;dom 11;12–18 h;11°C;95% ;8;14;;
Estrada, A;Pontevedra;dom 11;18–24 h;8°C;50% ;8;14;;
Estrada, A;Pontevedra;dom 11;00–12 h;;30% ;8;14;;
Estrada, A;Pontevedra;lun 12;12–24 h;;25% ;5;14;;
Estrada, A;Pontevedra;mar 13;00–12 h;;0% ;4;16;;
Estrada, A;Pontevedra;mar 13;12–24 h;;0% ;4;16;;
Estrada, A;Pontevedra;mié 14; ;;0% ;5;19;;
Estrada, A;Pontevedra;jue 15; ;;15% ;9;20;;
Estrada, A;Pontevedra;vie 16; ;;5% ;9;20;;
Gondomar;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Gondomar;Pontevedra;dom 11;00–06 h;13°C;100% ;10;15;;
Gondomar;Pontevedra;dom 11;06–12 h;14°C;100% ;10;15;;
Gondomar;Pontevedra;dom 11;12–18 h;12°C;100% ;10;15;;
Gondomar;Pontevedra;dom 11;18–24 h;11°C;75% ;10;15;;
Gondomar;Pontevedra;dom 11;00–12 h;;40% ;10;15;;
Gondomar;Pontevedra;lun 12;12–24 h;;5% ;7;15;;
Gondomar;Pontevedra;mar 13;00–12 h;;0% ;5;16;;
Gondomar;Pontevedra;mar 13;12–24 h;;0% ;5;16;;
Gondomar;Pontevedra;mié 14; ;;5% ;7;20;;
Gondomar;Pontevedra;jue 15; ;;15% ;10;20;;
Gondomar;Pontevedra;vie 16; ;;5% ;10;21;;
Lalín;Pontevedra;sáb 10;18–24 h;11°C;100% ;9;13;;
Lalín;Pontevedra;dom 11;00–06 h;11°C;100% ;4;13;;
Lalín;Pontevedra;dom 11;06–12 h;11°C;100% ;4;13;;
Lalín;Pontevedra;dom 11;12–18 h;9°C;90% ;4;13;;
Lalín;Pontevedra;dom 11;18–24 h;6°C;60% ;4;13;;
Lalín;Pontevedra;dom 11;00–12 h;;40% ;4;13;;
Lalín;Pontevedra;lun 12;12–24 h;;15% ;2;13;;
Lalín;Pontevedra;mar 13;00–12 h;;0% ;1;14;;
Lalín;Pontevedra;mar 13;12–24 h;;0% ;1;14;;
Lalín;Pontevedra;mié 14; ;;0% ;6;17;;
Lalín;Pontevedra;jue 15; ;;5% ;8;17;;
Lalín;Pontevedra;vie 16; ;;5% ;8;17;;
Marín;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;17;;
Marín;Pontevedra;dom 11;00–06 h;13°C;100% ;9;15;;
Marín;Pontevedra;dom 11;06–12 h;14°C;100% ;9;15;;
Marín;Pontevedra;dom 11;12–18 h;13°C;90% ;9;15;;
Marín;Pontevedra;dom 11;18–24 h;9°C;65% ;9;15;;
Marín;Pontevedra;dom 11;00–12 h;;45% ;9;15;;
Marín;Pontevedra;lun 12;12–24 h;;5% ;7;15;;
Marín;Pontevedra;mar 13;00–12 h;;0% ;5;16;;
Marín;Pontevedra;mar 13;12–24 h;;0% ;5;16;;
Marín;Pontevedra;mié 14; ;;5% ;6;20;;
Marín;Pontevedra;jue 15; ;;15% ;9;21;;
Marín;Pontevedra;vie 16; ;;5% ;11;21;;
Moaña;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Moaña;Pontevedra;dom 11;00–06 h;14°C;100% ;10;15;;
Moaña;Pontevedra;dom 11;06–12 h;14°C;100% ;10;15;;
Moaña;Pontevedra;dom 11;12–18 h;13°C;95% ;10;15;;
Moaña;Pontevedra;dom 11;18–24 h;10°C;70% ;10;15;;
Moaña;Pontevedra;dom 11;00–12 h;;45% ;10;15;;
Moaña;Pontevedra;lun 12;12–24 h;;5% ;8;15;;
Moaña;Pontevedra;mar 13;00–12 h;;0% ;6;16;;
Moaña;Pontevedra;mar 13;12–24 h;;0% ;6;16;;
Moaña;Pontevedra;mié 14; ;;5% ;7;20;;
Moaña;Pontevedra;jue 15; ;;10% ;10;21;;
Moaña;Pontevedra;vie 16; ;;5% ;11;21;;
Mos;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Mos;Pontevedra;dom 11;00–06 h;13°C;100% ;8;15;;
Mos;Pontevedra;dom 11;06–12 h;13°C;100% ;8;15;;
Mos;Pontevedra;dom 11;12–18 h;12°C;100% ;8;15;;
Mos;Pontevedra;dom 11;18–24 h;9°C;75% ;8;15;;
Mos;Pontevedra;dom 11;00–12 h;;40% ;8;15;;
Mos;Pontevedra;lun 12;12–24 h;;5% ;6;15;;
Mos;Pontevedra;mar 13;00–12 h;;0% ;5;16;;
Mos;Pontevedra;mar 13;12–24 h;;0% ;5;16;;
Mos;Pontevedra;mié 14; ;;5% ;6;20;;
Mos;Pontevedra;jue 15; ;;15% ;9;20;;
Mos;Pontevedra;vie 16; ;;5% ;9;20;;
Nigrán;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Nigrán;Pontevedra;dom 11;00–06 h;14°C;100% ;11;15;;
Nigrán;Pontevedra;dom 11;06–12 h;14°C;100% ;11;15;;
Nigrán;Pontevedra;dom 11;12–18 h;13°C;100% ;11;15;;
Nigrán;Pontevedra;dom 11;18–24 h;12°C;75% ;11;15;;
Nigrán;Pontevedra;dom 11;00–12 h;;40% ;11;15;;
Nigrán;Pontevedra;lun 12;12–24 h;;5% ;9;15;;
Nigrán;Pontevedra;mar 13;00–12 h;;0% ;7;15;;
Nigrán;Pontevedra;mar 13;12–24 h;;0% ;7;15;;
Nigrán;Pontevedra;mié 14; ;;5% ;8;19;;
Nigrán;Pontevedra;jue 15; ;;15% ;11;20;;
Nigrán;Pontevedra;vie 16; ;;5% ;11;20;;
Poio;Pontevedra;sáb 10;18–24 h;14°C;100% ;12;16;;
Poio;Pontevedra;dom 11;00–06 h;13°C;100% ;9;15;;
Poio;Pontevedra;dom 11;06–12 h;15°C;100% ;9;15;;
Poio;Pontevedra;dom 11;12–18 h;12°C;90% ;9;15;;
Poio;Pontevedra;dom 11;18–24 h;9°C;65% ;9;15;;
Poio;Pontevedra;dom 11;00–12 h;;40% ;9;15;;
Poio;Pontevedra;lun 12;12–24 h;;15% ;7;15;;
Poio;Pontevedra;mar 13;00–12 h;;0% ;5;16;;
Poio;Pontevedra;mar 13;12–24 h;;0% ;5;16;;
Poio;Pontevedra;mié 14; ;;5% ;6;20;;
Poio;Pontevedra;jue 15; ;;15% ;10;21;;
Poio;Pontevedra;vie 16; ;;5% ;11;21;;
Ponteareas;Pontevedra;sáb 10;18–24 h;14°C;100% ;12;17;;
Ponteareas;Pontevedra;dom 11;00–06 h;13°C;100% ;8;16;;
Ponteareas;Pontevedra;dom 11;06–12 h;14°C;100% ;8;16;;
Ponteareas;Pontevedra;dom 11;12–18 h;12°C;100% ;8;16;;
Ponteareas;Pontevedra;dom 11;18–24 h;9°C;75% ;8;16;;
Ponteareas;Pontevedra;dom 11;00–12 h;;40% ;8;16;;
Ponteareas;Pontevedra;lun 12;12–24 h;;5% ;5;17;;
Ponteareas;Pontevedra;mar 13;00–12 h;;0% ;4;18;;
Ponteareas;Pontevedra;mar 13;12–24 h;;0% ;4;18;;
Ponteareas;Pontevedra;mié 14; ;;5% ;6;22;;
Ponteareas;Pontevedra;jue 15; ;;15% ;9;22;;
Ponteareas;Pontevedra;vie 16; ;;5% ;8;22;;
Pontevedra;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;17;;
Pontevedra;Pontevedra;dom 11;00–06 h;13°C;100% ;9;15;;
Pontevedra;Pontevedra;dom 11;06–12 h;14°C;100% ;9;15;;
Pontevedra;Pontevedra;dom 11;12–18 h;13°C;90% ;9;15;;
Pontevedra;Pontevedra;dom 11;18–24 h;9°C;65% ;9;15;;
Pontevedra;Pontevedra;dom 11;00–12 h;;40% ;9;15;;
Pontevedra;Pontevedra;lun 12;12–24 h;;15% ;6;16;;
Pontevedra;Pontevedra;mar 13;00–12 h;;0% ;5;17;;
Pontevedra;Pontevedra;mar 13;12–24 h;;0% ;5;17;;
Pontevedra;Pontevedra;mié 14; ;;5% ;6;20;;
Pontevedra;Pontevedra;jue 15; ;;15% ;10;21;;
Pontevedra;Pontevedra;vie 16; ;;5% ;11;21;;
Porriño, O;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;17;;
Porriño, O;Pontevedra;dom 11;00–06 h;14°C;100% ;9;16;;
Porriño, O;Pontevedra;dom 11;06–12 h;15°C;100% ;9;16;;
Porriño, O;Pontevedra;dom 11;12–18 h;13°C;100% ;9;16;;
Porriño, O;Pontevedra;dom 11;18–24 h;9°C;75% ;9;16;;
Porriño, O;Pontevedra;dom 11;00–12 h;;40% ;9;16;;
Porriño, O;Pontevedra;lun 12;12–24 h;;5% ;6;16;;
Porriño, O;Pontevedra;mar 13;00–12 h;;0% ;4;17;;
Porriño, O;Pontevedra;mar 13;12–24 h;;0% ;4;17;;
Porriño, O;Pontevedra;mié 14; ;;5% ;6;21;;
Porriño, O;Pontevedra;jue 15; ;;15% ;8;21;;
Porriño, O;Pontevedra;vie 16; ;;5% ;8;21;;
Redondela;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;17;;
Redondela;Pontevedra;dom 11;00–06 h;14°C;100% ;9;16;;
Redondela;Pontevedra;dom 11;06–12 h;14°C;100% ;9;16;;
Redondela;Pontevedra;dom 11;12–18 h;13°C;95% ;9;16;;
Redondela;Pontevedra;dom 11;18–24 h;9°C;70% ;9;16;;
Redondela;Pontevedra;dom 11;00–12 h;;45% ;9;16;;
Redondela;Pontevedra;lun 12;12–24 h;;5% ;7;16;;
Redondela;Pontevedra;mar 13;00–12 h;;0% ;5;17;;
Redondela;Pontevedra;mar 13;12–24 h;;0% ;5;17;;
Redondela;Pontevedra;mié 14; ;;5% ;6;21;;
Redondela;Pontevedra;jue 15; ;;5% ;10;22;;
Redondela;Pontevedra;vie 16; ;;5% ;10;21;;
Sanxenxo;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Sanxenxo;Pontevedra;dom 11;00–06 h;13°C;100% ;10;15;;
Sanxenxo;Pontevedra;dom 11;06–12 h;14°C;100% ;10;15;;
Sanxenxo;Pontevedra;dom 11;12–18 h;13°C;90% ;10;15;;
Sanxenxo;Pontevedra;dom 11;18–24 h;11°C;65% ;10;15;;
Sanxenxo;Pontevedra;dom 11;00–12 h;;45% ;10;15;;
Sanxenxo;Pontevedra;lun 12;12–24 h;;5% ;8;14;;
Sanxenxo;Pontevedra;mar 13;00–12 h;;0% ;7;15;;
Sanxenxo;Pontevedra;mar 13;12–24 h;;0% ;7;15;;
Sanxenxo;Pontevedra;mié 14; ;;5% ;7;18;;
Sanxenxo;Pontevedra;jue 15; ;;15% ;10;19;;
Sanxenxo;Pontevedra;vie 16; ;;5% ;11;20;;
Tomiño;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;17;;
Tomiño;Pontevedra;dom 11;00–06 h;13°C;100% ;9;16;;
Tomiño;Pontevedra;dom 11;06–12 h;15°C;100% ;9;16;;
Tomiño;Pontevedra;dom 11;12–18 h;12°C;100% ;9;16;;
Tomiño;Pontevedra;dom 11;18–24 h;11°C;75% ;9;16;;
Tomiño;Pontevedra;dom 11;00–12 h;;35% ;9;16;;
Tomiño;Pontevedra;lun 12;12–24 h;;5% ;7;16;;
Tomiño;Pontevedra;mar 13;00–12 h;;0% ;4;17;;
Tomiño;Pontevedra;mar 13;12–24 h;;0% ;4;17;;
Tomiño;Pontevedra;mié 14; ;;5% ;7;22;;
Tomiño;Pontevedra;jue 15; ;;20% ;10;21;;
Tomiño;Pontevedra;vie 16; ;;5% ;9;22;;
Tui;Pontevedra;sáb 10;18–24 h;14°C;100% ;12;17;;
Tui;Pontevedra;dom 11;00–06 h;13°C;100% ;9;16;;
Tui;Pontevedra;dom 11;06–12 h;15°C;100% ;9;16;;
Tui;Pontevedra;dom 11;12–18 h;12°C;100% ;9;16;;
Tui;Pontevedra;dom 11;18–24 h;10°C;75% ;9;16;;
Tui;Pontevedra;dom 11;00–12 h;;35% ;9;16;;
Tui;Pontevedra;lun 12;12–24 h;;10% ;6;16;;
Tui;Pontevedra;mar 13;00–12 h;;0% ;3;17;;
Tui;Pontevedra;mar 13;12–24 h;;0% ;3;17;;
Tui;Pontevedra;mié 14; ;;5% ;7;21;;
Tui;Pontevedra;jue 15; ;;15% ;9;21;;
Tui;Pontevedra;vie 16; ;;5% ;8;21;;
Vigo;Pontevedra;sáb 10;18–24 h;14°C;100% ;13;16;;
Vigo;Pontevedra;dom 11;00–06 h;14°C;100% ;10;15;;
Vigo;Pontevedra;dom 11;06–12 h;14°C;100% ;10;15;;
Vigo;Pontevedra;dom 11;12–18 h;12°C;100% ;10;15;;
Vigo;Pontevedra;dom 11;18–24 h;10°C;70% ;10;15;;
Vigo;Pontevedra;dom 11;00–12 h;;45% ;10;15;;
Vigo;Pontevedra;lun 12;12–24 h;;5% ;8;15;;
Vigo;Pontevedra;mar 13;00–12 h;;0% ;6;16;;
Vigo;Pontevedra;mar 13;12–24 h;;0% ;6;16;;
Vigo;Pontevedra;mié 14; ;;5% ;8;20;;
Vigo;Pontevedra;jue 15; ;;10% ;10;20;;
Vigo;Pontevedra;vie 16; ;;5% ;11;21;;
Vilagarcía de Arousa;Pontevedra;sáb 10;18–24 h;15°C;100% ;14;17;;
Vilagarcía de Arousa;Pontevedra;dom 11;00–06 h;14°C;100% ;10;15;;
Vilagarcía de Arousa;Pontevedra;dom 11;06–12 h;15°C;100% ;10;15;;
Vilagarcía de Arousa;Pontevedra;dom 11;12–18 h;13°C;90% ;10;15;;
Vilagarcía de Arousa;Pontevedra;dom 11;18–24 h;10°C;55% ;10;15;;
Vilagarcía de Arousa;Pontevedra;dom 11;00–12 h;;40% ;10;15;;
Vilagarcía de Arousa;Pontevedra;lun 12;12–24 h;;25% ;8;15;;
Vilagarcía de Arousa;Pontevedra;mar 13;00–12 h;;0% ;6;16;;
Vilagarcía de Arousa;Pontevedra;mar 13;12–24 h;;0% ;6;16;;
Vilagarcía de Arousa;Pontevedra;mié 14; ;;5% ;6;19;;
Vilagarcía de Arousa;Pontevedra;jue 15; ;;15% ;10;21;;
Vilagarcía de Arousa;Pontevedra;vie 16; ;;5% ;10;21;;
Alba de Tormes;Salamanca;sáb 10;18–24 h;11°C;5% ;9;14;;
Alba de Tormes;Salamanca;dom 11;00–06 h;9°C;85% ;6;14;;
Alba de Tormes;Salamanca;dom 11;06–12 h;13°C;95% ;6;14;;
Alba de Tormes;Salamanca;dom 11;12–18 h;11°C;100% ;6;14;;
Alba de Tormes;Salamanca;dom 11;18–24 h;7°C;95% ;6;14;;
Alba de Tormes;Salamanca;dom 11;00–12 h;;100% ;6;14;;
Alba de Tormes;Salamanca;lun 12;12–24 h;;80% ;6;12;;
Alba de Tormes;Salamanca;mar 13;00–12 h;;5% ;5;15;;
Alba de Tormes;Salamanca;mar 13;12–24 h;;0% ;5;15;;
Alba de Tormes;Salamanca;mié 14; ;;5% ;4;18;;
Alba de Tormes;Salamanca;jue 15; ;;15% ;5;17;;
Alba de Tormes;Salamanca;vie 16; ;;0% ;5;17;;
Aldeatejada;Salamanca;sáb 10;18–24 h;11°C;5% ;10;14;;
Aldeatejada;Salamanca;dom 11;00–06 h;10°C;90% ;7;14;;
Aldeatejada;Salamanca;dom 11;06–12 h;13°C;100% ;7;14;;
Aldeatejada;Salamanca;dom 11;12–18 h;11°C;100% ;7;14;;
Aldeatejada;Salamanca;dom 11;18–24 h;8°C;95% ;7;14;;
Aldeatejada;Salamanca;dom 11;00–12 h;;100% ;7;14;;
Aldeatejada;Salamanca;lun 12;12–24 h;;65% ;7;14;;
Aldeatejada;Salamanca;mar 13;00–12 h;;5% ;6;15;;
Aldeatejada;Salamanca;mar 13;12–24 h;;0% ;6;15;;
Aldeatejada;Salamanca;mié 14; ;;15% ;5;19;;
Aldeatejada;Salamanca;jue 15; ;;5% ;7;18;;
Aldeatejada;Salamanca;vie 16; ;;0% ;7;18;;
Béjar;Salamanca;sáb 10;18–24 h;11°C;90% ;9;14;;
Béjar;Salamanca;dom 11;00–06 h;9°C;95% ;6;14;;
Béjar;Salamanca;dom 11;06–12 h;13°C;100% ;6;14;;
Béjar;Salamanca;dom 11;12–18 h;12°C;100% ;6;14;;
Béjar;Salamanca;dom 11;18–24 h;7°C;100% ;6;14;;
Béjar;Salamanca;dom 11;00–12 h;;100% ;6;14;;
Béjar;Salamanca;lun 12;12–24 h;;95% ;6;13;;
Béjar;Salamanca;mar 13;00–12 h;;0% ;4;16;;
Béjar;Salamanca;mar 13;12–24 h;;5% ;4;16;;
Béjar;Salamanca;mié 14; ;;15% ;7;17;;
Béjar;Salamanca;jue 15; ;;40% ;6;16;;
Béjar;Salamanca;vie 16; ;;15% ;5;16;;
Cabrerizos;Salamanca;sáb 10;18–24 h;11°C;5% ;10;14;;
Cabrerizos;Salamanca;dom 11;00–06 h;9°C;85% ;7;14;;
Cabrerizos;Salamanca;dom 11;06–12 h;13°C;95% ;7;14;;
Cabrerizos;Salamanca;dom 11;12–18 h;11°C;100% ;7;14;;
Cabrerizos;Salamanca;dom 11;18–24 h;8°C;95% ;7;14;;
Cabrerizos;Salamanca;dom 11;00–12 h;;100% ;7;14;;
Cabrerizos;Salamanca;lun 12;12–24 h;;60% ;7;14;;
Cabrerizos;Salamanca;mar 13;00–12 h;;5% ;6;15;;
Cabrerizos;Salamanca;mar 13;12–24 h;;0% ;6;15;;
Cabrerizos;Salamanca;mié 14; ;;10% ;5;19;;
Cabrerizos;Salamanca;jue 15; ;;5% ;8;18;;
Cabrerizos;Salamanca;vie 16; ;;0% ;8;18;;
Carbajosa de la Sagrada;Salamanca;sáb 10;18–24 h;11°C;5% ;10;14;;
Carbajosa de la Sagrada;Salamanca;dom 11;00–06 h;10°C;90% ;7;14;;
Carbajosa de la Sagrada;Salamanca;dom 11;06–12 h;13°C;100% ;7;14;;
Carbajosa de la Sagrada;Salamanca;dom 11;12–18 h;11°C;100% ;7;14;;
Carbajosa de la Sagrada;Salamanca;dom 11;18–24 h;8°C;95% ;7;14;;
Carbajosa de la Sagrada;Salamanca;dom 11;00–12 h;;100% ;7;14;;
Carbajosa de la Sagrada;Salamanca;lun 12;12–24 h;;65% ;7;14;;
Carbajosa de la Sagrada;Salamanca;mar 13;00–12 h;;5% ;6;16;;
Carbajosa de la Sagrada;Salamanca;mar 13;12–24 h;;0% ;6;16;;
Carbajosa de la Sagrada;Salamanca;mié 14; ;;15% ;5;19;;
Carbajosa de la Sagrada;Salamanca;jue 15; ;;5% ;7;18;;
Carbajosa de la Sagrada;Salamanca;vie 16; ;;0% ;8;19;;
Castellanos de Moriscos;Salamanca;sáb 10;18–24 h;10°C;5% ;9;14;;
Castellanos de Moriscos;Salamanca;dom 11;00–06 h;9°C;85% ;7;13;;
Castellanos de Moriscos;Salamanca;dom 11;06–12 h;12°C;95% ;7;13;;
Castellanos de Moriscos;Salamanca;dom 11;12–18 h;11°C;100% ;7;13;;
Castellanos de Moriscos;Salamanca;dom 11;18–24 h;7°C;95% ;7;13;;
Castellanos de Moriscos;Salamanca;dom 11;00–12 h;;100% ;7;13;;
Castellanos de Moriscos;Salamanca;lun 12;12–24 h;;65% ;6;13;;
Castellanos de Moriscos;Salamanca;mar 13;00–12 h;;5% ;6;15;;
Castellanos de Moriscos;Salamanca;mar 13;12–24 h;;0% ;6;15;;
Castellanos de Moriscos;Salamanca;mié 14; ;;5% ;4;18;;
Castellanos de Moriscos;Salamanca;jue 15; ;;5% ;8;17;;
Castellanos de Moriscos;Salamanca;vie 16; ;;0% ;7;17;;
Ciudad Rodrigo;Salamanca;sáb 10;18–24 h;12°C;40% ;10;17;;
Ciudad Rodrigo;Salamanca;dom 11;00–06 h;10°C;100% ;8;13;;
Ciudad Rodrigo;Salamanca;dom 11;06–12 h;13°C;100% ;8;13;;
Ciudad Rodrigo;Salamanca;dom 11;12–18 h;11°C;100% ;8;13;;
Ciudad Rodrigo;Salamanca;dom 11;18–24 h;9°C;100% ;8;13;;
Ciudad Rodrigo;Salamanca;dom 11;00–12 h;;90% ;8;13;;
Ciudad Rodrigo;Salamanca;lun 12;12–24 h;;50% ;5;14;;
Ciudad Rodrigo;Salamanca;mar 13;00–12 h;;0% ;5;16;;
Ciudad Rodrigo;Salamanca;mar 13;12–24 h;;0% ;5;16;;
Ciudad Rodrigo;Salamanca;mié 14; ;;0% ;5;18;;
Ciudad Rodrigo;Salamanca;jue 15; ;;30% ;6;17;;
Ciudad Rodrigo;Salamanca;vie 16; ;;5% ;6;18;;
Doñinos de Salamanca;Salamanca;sáb 10;18–24 h;10°C;5% ;9;14;;
Doñinos de Salamanca;Salamanca;dom 11;00–06 h;10°C;90% ;7;13;;
Doñinos de Salamanca;Salamanca;dom 11;06–12 h;12°C;100% ;7;13;;
Doñinos de Salamanca;Salamanca;dom 11;12–18 h;10°C;100% ;7;13;;
Doñinos de Salamanca;Salamanca;dom 11;18–24 h;7°C;95% ;7;13;;
